refID,DI,TI.x,TI.y,TI_check,PY.x,PY.y,PY_check,SO,AU,AU_UN,country_refsplitr,AU1_CO,CO,code_refsplitr,code_AU1_CO,code_CO,country_v_AU1_CO,country_v_CO,AU1_CO_v_CO
6542,10.1016/j.wneu.2019.08.204,"growth and resorption of chronic subdural hematomas: gardner, weir, and the osmotic hypothesis revisited","growth and resorption of chronic subdural hematomas: gardner, weir, and the osmotic hypothesis revisited",TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,THOMAS PAW;MARSHMAN LAG;RUDD D;MOFFAT C;MITCHELL PS,TOWNSVILLE HOSP;JAMES COOK UNIV;JAMES COOK UNIV;JAMES COOK UNIV,australia,AUSTRALIA,AUSTRALIA,AUS,AUS,AUS,TRUE,TRUE,TRUE
6543,10.1016/j.wneu.2019.08.242,laser interstitial thermal therapy to the posterior fossa: challenges and nuances,laser interstitial thermal therapy to the posterior fossa: challenges and nuances,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,TRAYLOR JI;PATEL R;HABIB A;MUIR M;BASTOS DCD;RAO G;PRABHU SS,UNIV TEXAS MD ANDERSON CANC CTR,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
6544,10.1016/j.wneu.2019.09.027,the mixed sellar barrier: a new subtype of this novel concept,the mixed sellar barrier: a new subtype of this novel concept,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,VILLALONGA JF;RIES-CENTENO T;SAENZ A;SOLARI D;CERVIO A;CAMPERO A,UNIV NACL TUCUMAN;UNIV NAPLES FEDERICO II;BUENOS AIRES;HOSP PADILLA,argentina,ARGENTINA,ARGENTINA,ARG,ARG,ARG,TRUE,TRUE,TRUE
6545,10.1016/j.wneu.2019.08.086,effect of toll-like receptor 4/myeloid differentiation factor 88 inhibition by salvianolic acid b on neuropathic pain after spinal cord injury in mice,effect of toll-like receptor 4/myeloid differentiation factor 88 inhibition by salvianolic acid b on neuropathic pain after spinal cord injury in mice,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,WANG YF;XU XQ;HU PP;JIA N;JI SL;YUAN HJ,NANTONG HOSP TRADIT CHINESE MED;NANTONG HOSP TRADIT CHINESE MED;QIDONG PEOPLES HOSP;NANJING MED UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6546,10.1016/j.wneu.2019.09.031,combined surgical and endovascular carotid access for endovascular thrombectomy in acute ischemic stroke,combined surgical and endovascular carotid access for endovascular thrombectomy in acute ischemic stroke,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,WIESMANN M;KALDER J;REICH A;DEKEYZER S;RIABIKIN A;MPOTSARIS A;NIKOUBASHMAN O,UNIV HOSP RWTH;UNIV HOSP RWTH;UNIV HOSP RWTH,germany,GERMANY,GERMANY,DEU,DEU,DEU,TRUE,TRUE,TRUE
6547,10.1016/j.wneu.2019.08.062,postoperative ileus: old and new observations on prevention and treatment in adult spinal deformity surgery,postoperative ileus: old and new observations on prevention and treatment in adult spinal deformity surgery,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,WRIGHT AK;LA SELVA D;NKRUMAH L;YANAMADALA V;LEVEQUE JC;SETHI RK,INST NEUROSCI;INST DIGEST DIS;ALBERT EINSTEIN COLL MED;UNIV WASHINGTON,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
6548,10.1016/j.wneu.2019.08.033,simplified dural reconstruction procedure using biocompatible polyglycolic acid felt with autologous abdominal fat grafts after a transpetrosal approach,simplified dural reconstruction procedure using biocompatible polyglycolic acid felt with autologous abdominal fat grafts after a transpetrosal approach,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,YAMAGUCHI S;TERASAKA S;OKAMOTO M;ISHI Y;MOTEGI H;KOBAYASHI H;HOUKIN K,HOKKAIDO UNIV;KASHIWABA NEUROSURG HOSP,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
6549,10.1016/j.wneu.2019.08.178,cervical range of motion after anterior corpectomy and fusion versus laminoplasty for multilevel cervical spondylotic myelopathy: a three-dimensional comparison based on the coda motion system,cervical range of motion after anterior corpectomy and fusion versus laminoplasty for multilevel cervical spondylotic myelopathy: a three-dimensional comparison based on the coda motion system,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,YANG K;GUO S;XU JW;TAO HR;CHEN HY;FENG CS;WANG J;LI HP,XI AN JIAO TONG UNIV;SHENZHEN UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6550,10.1016/j.wneu.2019.08.118,transforaminal lumbar interbody fusion with antibiotics delivered by caso4 drug carrier system for pyogenic spondylodiscitis,transforaminal lumbar interbody fusion with antibiotics delivered by caso4 drug carrier system for pyogenic spondylodiscitis,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,YANG KY;ZHANG S;LIU HC;WU WL,SHANDONG UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6551,10.1016/j.wneu.2019.08.120,falcine sinus and parafalcine collateral veins in meningiomas invading the superior sagittal sinus,falcine sinus and parafalcine collateral veins in meningiomas invading the superior sagittal sinus,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,YIN TK;ZHANG H;WANG W;ZHANG LY;WANG SS,FUJIAN MED UNIV;LIAOCHENG PEOPLES HOSP,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6552,10.1016/j.wneu.2019.09.024,"low-dose, early fresh frozen plasma transfusion therapy after severe trauma brain injury: a clinical, prospective, randomized, controlled study","low-dose, early fresh frozen plasma transfusion therapy after severe trauma brain injury: a clinical, prospective, randomized, controlled study",TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,ZHANG LM;LI R;SUN WB;WANG XP;QI MM;BAI Y;BAI J;ZHENG WC,CANGZHOU CENT HOSP,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6553,10.1016/j.wneu.2019.07.220,anterior cervical corpectomy and fusion versus anterior cervical discectomy and fusion for treatment of multilevel cervical spondylotic myelopathy: insights from a national registry,anterior cervical corpectomy and fusion versus anterior cervical discectomy and fusion for treatment of multilevel cervical spondylotic myelopathy: insights from a national registry,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BANNO F;ZREIK J;ALVI MA;GOYAL A;FREEDMAN BA;BYDON M,MAYO CLIN NEUROINFORMAT LAB;MAYO CLIN;MAYO CLIN,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
6554,10.1016/j.wneu.2019.07.130,microneuroanatomy of the anterior frontal laser trajectory to the insula,microneuroanatomy of the anterior frontal laser trajectory to the insula,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,BAYDIN S;GUNGOR A;HOLANDA VM;TANRIOVER N;DANISH SF,ONDOKUZ MAYIS UNIV;ACIBADEM MEHMET ALI AYDINLAR UNIV;CTR NEUROL AND NEUROSURG ASSOCIATES NEUROCENNA;ISTANBUL UNIV CERRAHPASA;RUTGERS RWJ MED SCH,turkey,TURKEY,TURKEY,TUR,TUR,TUR,TRUE,TRUE,TRUE
6555,10.1016/j.wneu.2019.08.018,white matter relationships examined by transillumination technique using a lateral transcortical parietal approach to the atrium: three-dimensional images and surgical considerations,white matter relationships examined by transillumination technique using a lateral transcortical parietal approach to the atrium: three-dimensional images and surgical considerations,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CAPILLA-GUASCH P;QUILIS-QUESADA V;REGIN-NETO M;HOLANDA VM;GONZALEZ-DARDER JM;DE OLIVEIRA E,HOSP CLIN UNIV VALENCIA;UNIV VALENCIA;INST NEUROL SCI ICNE;HOSP BENEFICIENCIA PORTUGUESE;COLL MED AND SCI,spain,SPAIN,SPAIN,ESP,ESP,ESP,TRUE,TRUE,TRUE
6556,10.1016/j.wneu.2019.08.020,determination of aneurysm volume critical for stability after coil embolization: a retrospective study of 3530 aneurysms,determination of aneurysm volume critical for stability after coil embolization: a retrospective study of 3530 aneurysms,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,CHOI HH;LEE SH;YEON EK;YOO DH;CHO YD;CHO WS;KIM JE;SON YJ;HAN MH;KANG HS,CHUNG ANG UNIV;SEOUL NATL UNIV;SEOUL NATL UNIV;SEOUL NATL UNIV;MED CTR,south korea,KOREA,KOREA,KOR,KOR,KOR,TRUE,TRUE,TRUE
6557,10.1016/j.wneu.2019.08.028,comparison of subtracted computed tomography from computed tomography perfusion and digital subtraction angiography in residue evaluation of treated intracranial aneurysms,comparison of subtracted computed tomography from computed tomography perfusion and digital subtraction angiography in residue evaluation of treated intracranial aneurysms,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,DUNDAR TT;ARALASMAK A;KITIS S;YILMAZ FT;ABDALLAH A,BEZMI ALEM UNIV;BEZMI ALEM UNIV,turkey,TURKEY,TURKEY,TUR,TUR,TUR,TRUE,TRUE,TRUE
6558,10.1016/j.wneu.2019.08.004,surgical outcome of endoscopic endonasal surgery of large and giant pituitary adenomas: an institutional experience from the middle east,surgical outcome of endoscopic endonasal surgery of large and giant pituitary adenomas: an institutional experience from the middle east,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,FALLAH N;TAGHVAEI M;SADAGHIANI S;SADRHOSSEINI SM;ESFAHANIAN F;ZEINALIZADEH M,UNIV TEHRAN MED SCI;UNIV TEHRAN MED SCI;UNIV TEHRAN MED SCI;UNIV TEHRAN MED SCI;UNIV TEHRAN MED SCI,iran,IRAN,IRAN,IRN,IRN,IRN,TRUE,TRUE,TRUE
6559,10.1016/j.wneu.2019.07.217,ommaya reservoir system for the treatment of cystic craniopharyngiomas: surgical results in a series of 11 adult patients and review of the literature,ommaya reservoir system for the treatment of cystic craniopharyngiomas: surgical results in a series of 11 adult patients and review of the literature,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,FRIO F;SOLARI D;CAVALLO LM;CAPPABIANCA P;RAVEROT G;JOUANNEAU E,UNIV NAPLES FEDERICO II;UNIV LYON;HOSP CIVILS LYON,italy,ITALY,ITALY,ITA,ITA,ITA,TRUE,TRUE,TRUE
6560,10.1016/j.wneu.2019.08.019,vessel wall imaging predicts the presence of atherosclerotic lesions in unruptured intracranial aneurysms,vessel wall imaging predicts the presence of atherosclerotic lesions in unruptured intracranial aneurysms,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HASHIMOTO Y;MATSUSHIGE T;SHIMONAGA K;HOSOGAI M;KANEKO M;ONO C;MIZOUE T,HIROSHIMA CITY ASA CITIZENS HOSP;HIROSHIMA CITY ASA CITIZENS HOSP;HIROSHIMA CITY ASA CITIZENS HOSP,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
6561,10.1016/j.wneu.2019.08.001,does nimodipine interruption due to high catecholamine doses lead to a greater incidence of delayed cerebral ischemia in the setting of aneurysmal subarachnoid hemorrhage?,does nimodipine interruption due to high catecholamine doses lead to a greater incidence of delayed cerebral ischemia in the setting of aneurysmal subarachnoid hemorrhage?,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HERNANDEZ-DURAN S;MIELKE D;ROHDE V;MALINOVA V,UNIV MED GOTTINGEN,germany,GERMANY,GERMANY,DEU,DEU,DEU,TRUE,TRUE,TRUE
6562,10.1016/j.wneu.2019.07.073,influence of fusion on the behavior of adjacent disc arthroplasty in contiguous 2-level hybrid surgery in vivo,influence of fusion on the behavior of adjacent disc arthroplasty in contiguous 2-level hybrid surgery in vivo,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HU LY;WU TK;LIU H;WANG BY;ZHANG JY;MENG Y;DING C;GAO XL;HONG Y,SICHUAN UNIV;NORTH SICHUAN MED COLL;NORTH SICHUAN MED COLL,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6563,10.1016/j.wneu.2019.07.042,five-year trends in center of rotation after single-level cervical arthroplasty with the prestige-lp disc,five-year trends in center of rotation after single-level cervical arthroplasty with the prestige-lp disc,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HU X;JIANG MJ;LIU H;RONG X;HONG Y;DING C;WANG BY,SICHUAN UNIV;SICHUAN UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6564,10.1016/j.wneu.2019.08.008,changes of the expression and activity of phosphodiesterase v in the basilar artery before and after cerebral vasospasm in a rabbit model,changes of the expression and activity of phosphodiesterase v in the basilar artery before and after cerebral vasospasm in a rabbit model,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HUANG DZ;JU JH;JIANG B;WANG YH;HE W;YIN X;GUO WQ;WANG ZG,SHANDONG UNIV QING DAO;SHANDONG UNIV QING DAO,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6565,10.1016/j.wneu.2019.08.002,long-term durability of open surgical versus endovascular repair of intracranial aneurysms: a systematic review and meta-analysis,long-term durability of open surgical versus endovascular repair of intracranial aneurysms: a systematic review and meta-analysis,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,HULSBERGEN AFC;MIRZAEI L;VAN DER BOOG ATJ;SMITH TR;MUSKENS IS;BROEKMAN MLD;MEKARY RA;MOOJEN WA,HARVARD MED SCH;UNIV MED CTR UTRECHT;HAAGLANDEN MED CTR;HAGA TEACHING HOSP;LEIDEN UNIV;UNIV SOUTHERN CALIF;MASSACHUSETTS COLL PHARM AND HLTH SCI,usa,NETHERLANDS,NETHERLANDS,USA,NLD,NLD,FALSE,FALSE,TRUE
6566,10.1016/j.wneu.2019.08.021,preservation of memory despite unresected contralateral hippocampal volume loss after resection of hippocampal sclerosis in seizure-free patients,preservation of memory despite unresected contralateral hippocampal volume loss after resection of hippocampal sclerosis in seizure-free patients,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,IIDA K;KAGAWA K;KATAGIRI M;SEYAMA G;HASHIZUME A;ABIKO M;KATAYAMA J;SUZUKI H;KURISU K;OTSUBO H,HIROSHIMA UNIV;HIROSHIMA UNIV HOSP;HOSP SICK CHILDREN,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
6567,10.1016/j.wneu.2019.07.218,clinical significance of tumor-related edema of optic tract affecting visual function in patients with sellar and suprasellar tumors,clinical significance of tumor-related edema of optic tract affecting visual function in patients with sellar and suprasellar tumors,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,JU DG;JEON C;KIM KH;PARK KA;HONG SD;SEOUL HJ;SHIN HJ;NAM DH;LEE JI;KONG DS,SUNGKYUNKWAN UNIV;SUNGKYUNKWAN UNIV;SUNGKYUNKWAN UNIV;CHUNGNAM NATL UNIV,south korea,KOREA,KOREA,KOR,KOR,KOR,TRUE,TRUE,TRUE
6568,10.1016/j.wneu.2019.06.147,complications in elderly patients undergoing lumbar arthrodesis for spinal stenosis,complications in elderly patients undergoing lumbar arthrodesis for spinal stenosis,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,KONG C;LI XY;SUN XY;DING JZ;GUO MC;LU SB,CAPITAL MED UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6569,10.1016/j.wneu.2019.07.195,does the neurological examination correlate with patient-perceived outcomes in degenerative cervical myelopathy?,does the neurological examination correlate with patient-perceived outcomes in degenerative cervical myelopathy?,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,MCGREGOR SMK;DETOMBE SA;GONCALVES S;DOYLE-PETTYPIECE P;BARTHA R;DUGGAL N,WESTERN UNIV;LONDON HLTH SCI CTR;WESTERN UNIV;WESTERN UNIV,canada,CANADA,CANADA,CAN,CAN,CAN,TRUE,TRUE,TRUE
6570,10.1016/j.wneu.2019.07.193,is there an association between physician review websites and press ganey survey results in a neurosurgical outpatient clinic?,is there an association between physician review websites and press ganey survey results in a neurosurgical outpatient clinic?,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,ROTMAN LE;ALFORD EN;SHANK CD;DALGO C;STETLER WR,UNIV ALABAMA BIRMINGHAM,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
6571,10.1016/j.wneu.2019.07.134,the influence of distinct regulatory mirnas of the p15/p16/rb1/e2f pathway on the clinical progression of glioblastoma multiforme,the influence of distinct regulatory mirnas of the p15/p16/rb1/e2f pathway on the clinical progression of glioblastoma multiforme,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,SIPPL C;TEPING F;KETTER R;BRAUN L;TREMMEL L;SCHULZ-SCHAEFFER W;OERTEL J;URBSCHAT S,UNIV SAARLAND;UNIV SAARLAND,germany,GERMANY,GERMANY,DEU,DEU,DEU,TRUE,TRUE,TRUE
6572,10.1016/j.wneu.2019.06.070,efficacy and safety of lumboperitoneal shunt in the treatment of all-cause communicating hydrocephalus: analysis of risk factors of shunt failure,efficacy and safety of lumboperitoneal shunt in the treatment of all-cause communicating hydrocephalus: analysis of risk factors of shunt failure,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,SUN T;LI XP;ZHANG QM;ZHOU YC;GUAN JW,SICHUAN UNIV;SICHUAN UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6573,10.1016/j.wneu.2019.07.198,"unilateral alar ligament injury: diagnostic, clinical, and biomechanical features","unilateral alar ligament injury: diagnostic, clinical, and biomechanical features",TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,UNAL TC;DOLAS I;UNAL OF,TUNCELI STATE HOSP;ACIBADEM TAKSIM HOSP;ISTANBUL UNIV,turkey,TURKEY,TURKEY,TUR,TUR,TUR,TRUE,TRUE,TRUE
6574,10.1016/j.wneu.2019.07.101,full-endoscopic interlaminar lumbar discectomy: retrospective review of clinical results and complications in 545 international patients,full-endoscopic interlaminar lumbar discectomy: retrospective review of clinical results and complications in 545 international patients,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,WASINPONGWANICH K;PONGPIRUL K;LWIN KMM;KESORNSAK W;KUANSONGTHAM V;RUETTEN S,SPINE INST;SURANAREE UNIV TECHNOL;BUMRUNGRAD RES CTR;CHULALONGKORN UNIV;JOHNS HOPKINS BLOOMBERG SCH PUBL HLTH;RUHR UNIV BOCHUM,thailand,THAILAND,THAILAND,THA,THA,THA,TRUE,TRUE,TRUE
6575,10.1016/j.wneu.2019.08.003,"treatment outcomes of burr-hole surgery for chronic subdural hematoma in the elderly living beyond life expectancy: a study comparing cure, recurrence, and complications in patients aged >= 80 years versus <= 79 years","treatment outcomes of burr-hole surgery for chronic subdural hematoma in the elderly living beyond life expectancy: a study comparing cure, recurrence, and complications in patients aged >= 80 years versus <= 79 years",TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,WATANABE S;KATO N;SATO M;AIYAMA H;FUJIWARA Y;GOTO M;YAMAZAKI T;YASUDA S;ISHIKAWA E;MATSUMURA A,UNIV TSUKUBA;UNIV TSUKUBA;MITO MED CTR;SAPPORO SHUYUKAI HOSP;IBARAKI SEINAN MED CTR HOSP,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
6576,10.1016/j.wneu.2019.08.022,anterior cervical discectomy and fusion versus hybrid decompression and fusion for the treatment of 3-level cervical spondylotic myelopathy: a comparative analysis of cervical sagittal balance and outcomes,anterior cervical discectomy and fusion versus hybrid decompression and fusion for the treatment of 3-level cervical spondylotic myelopathy: a comparative analysis of cervical sagittal balance and outcomes,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,XU ZQ;RAO HM;ZHANG LQ;LI GS;XU ZX;XU WH,FUJIAN MED UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6577,10.1016/j.wneu.2019.07.225,preservation of hypothalamic function with endoscopic endonasal resection of hypothalamus-invaded craniopharyngiomas,preservation of hypothalamic function with endoscopic endonasal resection of hypothalamus-invaded craniopharyngiomas,TRUE,2019,2019,TRUE,WORLD NEUROSURGERY,YANG L;XIE SH;FANG C;ZENG EM;TANG B;HONG T,NANCHANG UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
6579,10.1016/j.sleep.2019.05.019,effect of continuous positive airway pressure on respiratory drive in patients with obstructive sleep apnea,effect of continuous positive airway pressure on respiratory drive in patients with obstructive sleep apnea,TRUE,2019,2019,TRUE,SLEEP MEDICINE,RADOVANOVIC D;RIZZI M;AIROLDI A;MANTERO M;DI MARCO F;RACCANELLI R;SANTUS P,UNIV MILAN;UNIV MILAN;RESP UNIT;REG ADULT CYST FIBROSIS CTR;UNIV MILAN;CARDIORESP REHABIL MED,italy,ITALY,ITALY,ITA,ITA,ITA,TRUE,TRUE,TRUE
6581,10.1016/j.sleep.2019.05.022,the impact of delayed sleep phase disorder on adolescents and their family,the impact of delayed sleep phase disorder on adolescents and their family,TRUE,2019,2019,TRUE,SLEEP MEDICINE,MONTIE K;QUAEDACKERS L;PERLITIUS V;VAN DER HORST E;VANDENBUSSCHE N;OVEREEM S;PILLEN S,SLEEP MED CTR;MAASTRICHT UNIV;TECH UNIV EINDHOVEN;EINDHOVEN UNIV TECHNOL,netherlands,NETHERLANDS,NETHERLANDS,NLD,NLD,NLD,TRUE,TRUE,TRUE
6582,10.1016/j.sleep.2019.05.020,sleep disordered breathing in silver-russell syndrome patients: a new outcome,sleep disordered breathing in silver-russell syndrome patients: a new outcome,TRUE,2019,2019,TRUE,SLEEP MEDICINE,GIABICANI E;BOULE M;AUBERTIN G;GALLIANI E;BRIOUDE F;DUBERN B;NETCHINE I,SORBONNE UNIV;EXPLORAT FONCT RESP AND SOMMEIL;CTR REFERENCES MALAD RESP RARES ENFANT;CTR PNEUMOL ENFANT;CHIRURG MAXILLOFACIALE AND CHIRURG PLAST;SORBONNE UNIV,france,FRANCE,FRANCE,FRA,FRA,FRA,TRUE,TRUE,TRUE
6583,10.1016/j.sleep.2019.06.008,night-time cardiac autonomic modulation as a function of sleep-wake stages is modified in otherwise healthy overweight adolescents,night-time cardiac autonomic modulation as a function of sleep-wake stages is modified in otherwise healthy overweight adolescents,TRUE,2019,2019,TRUE,SLEEP MEDICINE,CHAMORRO R;ALGARIN C;ROJAS O;GARRIDO M;DURAN-AGUERO S;CAUSA L;HELD C;LOZOFF B;FERRI R;PEIRANO P,UNIV CHILE;UNIV CHILE;UNIV CHILE;UNIV MICHIGAN;UNIV MICHIGAN;OASI RES INST IRCCS,chile,CHILE,CHILE,CHL,CHL,CHL,TRUE,TRUE,TRUE
6584,10.1016/j.sleep.2019.06.005,nocturnal dialysis improves sleep apnea more than daytime dialysis: a meta-analysis of crossover studies,nocturnal dialysis improves sleep apnea more than daytime dialysis: a meta-analysis of crossover studies,TRUE,2019,2019,TRUE,SLEEP MEDICINE,LAVOIE MR;PATEL JA;CAMACHO M,MADIGAN ARMY MED CTR;MADIGAN ARMY MED CTR;TRIPLER ARMY MED CTR,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
6585,10.1016/j.sleep.2019.06.006,obstructive sleep apnea in patients with chronic rhinosinusitis with nasal polyps: a cross-sectional study,obstructive sleep apnea in patients with chronic rhinosinusitis with nasal polyps: a cross-sectional study,TRUE,2019,2019,TRUE,SLEEP MEDICINE,MIGUEIS DP;LACERDA GCB;LOPES MC;AZEVEDO-SOSTER LMSF;THULER LCS;LEMES LNA;ARAUJO-MELO MH,FED UNIV STATE RIO DE JANEIRO;UNIV SAO PAULO;NATL CANC INST;UNIV ESTADO RIO DE JANEIRO,brazil,BRAZIL,BRAZIL,BRA,BRA,BRA,TRUE,TRUE,TRUE
